;Stemming;label
1156;moga kasih kepercayan allah turun punya baby aint born sandwich generation henti;Positive
1157;otoritas jasa uang ojk imbau putus rantai sandwich generation bisnisupdate update bisnis oneliner;Neutral
1158;pemuda kabupaten rantau tki pakai mahal gaya hidup hedon ngeluh sandwich generation kampung buka usaha sunguh timpang kritisi teriak iri saing;Negative
1159;tips kurang beban finansial sandwich generation;Neutral
1160;ojk imbau ibuibu putus sandwich generation bisnisupdate update bisnis obrol;Neutral
1161;iya sandwich generation nungu selesai pikir;Negative
1162;pada this titik orang rumah jahat rela sandwich generation sekolah adeku sukses iya allah tolong mu rezeki limpah;Negative
1163;sesuai adik masuk kuliah selesai jalan vina tabung sekolah kakak semangat iya juang sandwich generation;Positive
1164;meinmokhtar kesi anon generation dipangil sandwich generation sb suport orang tua anak pada when kos hidup harga rumah;Neutral
1165;sat orang enggak mau pasang sandwich generation untung ketemu orang pacar masya;Negative
1166;ciloqciliq sandwich generation nikah sukses hidup enak pilih serah;Positive
1167;anjing kasihan sandwich generation finansial psikis;Negative
1168;tubirfes semangat spongebob living hidup iya ibadah kali iya syukur sandwich generation think im privileged enough;Positive
1169;sehat sandwich generation anak harap keluarga stress;Negative
1170;jogmfs gaji utuh sandwich generation biaya hidup jamin;Neutral
1171;ong dedy utang sandwich generation;Negative
1172;sandwich generation lelah teman doa lewat iya;Neutral
1173;sandwich generation gaji umr nikah anak;Neutral
1174;pulang rumah bengong mikir gaji bulan ngantor sehatsehat anak sandwich generation andal keluarga gapapa backinganku gusti allah;Negative
1175;harap nama keluarga lahir nobat sandwich generation;Neutral
1176;investorgabut laki anak rekening segitu sandwich generation adik topang;Negative
1177;mental maling jujur mental memanfatkan anak heran sandwich generation iya anak guna iya manfatkan;Negative
1178;worksfes gantung genz tangungan finansial sandwich generation utang keburu jatuh tempo dilunasin iya kena mental;Negative
1179;duan jiaxu sandwich generation masalah orang tua hsu taiyu gagar otak;Negative
1180;managerku update thailand eh singapore mantap jiwa beliau wanita karir single sandwich generation literaly living her work anywhere;Positive
1181;moga pacar mudah limpah rezeki iya allah kesal sandwich generation;Negative
1182;baik financial sandwich generation sandwich generation;Neutral
1183;kupas tinggal makan kasih sendok garpu;Neutral
1184;moga anak gajadi sandwich generation;Neutral
1185;anak perempuan bungsu hilang jaya orang tua kejar umur orang tua sandwich generation orang tua sepuh sehat turun otomatis anak bungsu enggak mau;Negative
1186;pesan surya sandwich generation talkpod ngakakocak tertawa ngakaksehat lucu lucubanget lucuabis luculucuan lucuvideo funy funyvideos funymemes funymeme delta cute surya eca jegel fyp fyp fypage viral viralvideos;Neutral
1187;convomf enak sandwich generation rumah kuat;Positive
1188;kesal iya sandwich generation agenshit;Negative
1189;mariwposa kerja keras tangung sandwich generation utang;Negative
1190;veiloce sandwich generation iya vibesnya;Positive
1191;kuat kuat pasang anak harap keluarga sandwich generation gen kuliah muda cita beda huhuhu;Negative
1192;untung kultur keluarga rnya tertawa thr cerita sandwich generation keluarga serius alhamdulilah;Positive
1193;sharingsharing hidup sandwich generation berat iya hidup;Negative
1194;tolong drama korea sukan sedih ending tolong harap hapy tolong badmod masak tonton eps sedih;Negative
1195;aisy tolong apam vira kasih tau cerita;Neutral
1196;aisy etdah tolong lucu dengar cowok ce gemas dengar cerita;Neutral
1197;sedih iya kakak perempuan sandwich generation slightly unstable mentalitynya alias;Negative
1198;grup cari anak tungal sandwich generation iya;Neutral
1199;enggak mau sandwich generation susah alamin sandwich enggak mau pokok;Negative
1200;relaxited sbyfes sandwich generation keluarga;Neutral
1201;sedih men salty usaha kali umr keluarga menang adan sandwich generation;Negative
1202;nikah susah ekonomi paksa nikah anak anak sandwich generation;Negative
1203;bungsu sandwich generation orang tua kakak;Negative
1204;kesini uang masuk cepat e resiko sandwichgeneration;Neutral
1205;girlinthesun terimakasih jam dengar keluh kesah sandwich generation;Neutral
1206;dpryian nampaknya sandwich generation kakak;Neutral
1207;belidisyopi situasi sulit sandwich generation sisi meni kejer umur sisi kuat financial tungu tangungan tiada meni fair istri;Negative
1208;definisi libur lebaran tenang habis libur masuk kuliah langsung uts;Neutral
1209;aneh sandwich generation gila serba suami bank diksih;Negative
1210;suruh nikah orang sibuk sandwich generation pikir nikah;Negative
1211;sandwich generation diharapin sejahtera keluarga bayar utang keluarga berat iya bebanya;Negative
1212;moga sandwich generation kuat tau posisi doa baik;Positive
1213;impi muda pasive income biar tua anak rasai sandwich generation;Neutral
1214;jujur kesal keluarga sandwich generation foyafoya andai mentingin keluarga banyak aset hidup enak;Negative
1215;sandwich generation kesal gaji bulan dik;Negative
1216;sandwich generation takut anti hopeles romantic tertawa;Negative
1217;doliaes kesal kerja sandwich generation;Negative
1218;sandwich generation harap thr titip nikmat;Positive
1219;work renung gaji thr sisa juta alasanya diri sandwich generation bin bayar utang cicil;Negative
1220;sandwich generation sabar luas samudra hindia;Positive
1221;alasanya mahal kerjan gaji langsung habis sandwich generation;Negative
1222;gais sandwich generation keluarga sandwich generation kantor menangung beban pensiun jabat hehehehe amal enggak sih gais;Negative
1223;kekocakanx mahal bangsat gaji nikah mahal beli rumah mahal sandwich generation hahahahahaha mati jink;Negative
1224;selesai ayo tutup sandwich generation hahahahah;Neutral
1225;butuh jasa cek turnitin cdm bebas halaman file cek harga kak zonauang;Neutral
1226;bal main situ situ mending bacot anjing sandwich generation;Negative
1227;rupiah ngetwet hidup update susah sandwich generation;Negative
1228;kesal sandwich generation harap hubung henti anak sakit;Negative
1229;tulang pungung sandwich generation sunguh remeh;Negative
1230;nurulhayati belanja protes boros teriak kesal sandwich generation;Negative
1231;mohon dingat ib sandwich generation caregiver nangung utang keluarga nangung adik urus papa stroke mil mikir bucin habis;Negative
1232;generasi sandwich hadir rencana ekonomi keluarga keluarga anak sandwich generation pesan tiru bad advice;Neutral
1233;mah enak mah enak coba sandwich generation kimak;Positive
1234;sobang sandwich generation tertawa kemarin kemarin mantu raya;Positive
1235;benar gel ril habis bawa apan beban sandwich generation;Negative
1236;pilih idealis ngikut pasar pilih fleksibel sandwich generation timbang isi kantong idealis kompromi;Negative
1237;justania iya tan sandwich generation iya gitu suka mndadak permintan;Positive
1238;chndrawhyn kdramamenfes aduh sandwich generation uri seobang;Neutral
1239;cium bau bau sandwich generation;Positive
1240;gaji sandwich generation be iya;Negative
1241;sender tau sandwich generation gaenak hitung keluarga;Neutral
1242;halo dunia bentar kuliah kerja sandwich generation;Neutral
1243;sandwich generation gaji bahagia langsung buka catetan tagih halaman;Positive
1244;work cewek gaji gaji umr sandwich generation atur gaji sender tengah habis uang;Negative
1245;semangat sandwich generation semangat cup cup cup;Positive
1246;fatp guratanilusi e dzulfikar anak kayak anak ribet sandwich generation;Negative
1247;dijeh sandwich generation hits hardsuami suruh pindah kerja bagus jamin bilang ah loker isi staf jongos sedih;Negative
1248;f schwarzeneger iya rumah mahal gaji suami biasabiasa kadang sandwich generation;Neutral
1249;selesai kebel sandwich generation berat cover sponsor privilege;Neutral
1250;literaly sandwich generation gp mudah lancar;Positive
1251;orang tua langsung biar adik sandwich generation;Neutral
1252;kayak sandwich generation big mac generation;Negative
1253;kucing ekor bilang sandwich generation iya;Neutral
1254;sandwich generation gelut self reward;Neutral
1255;watpadmenfes fl nolak cowok ngerjar fl sandwich generation;Neutral
1256;iya rasai gaji masuk senang iya allah sandwich generation;Positive
1257;chocojavamoca sandwich generation kuliah kerja capek masya allah;Neutral
1258;nasib sandwich generation penuh butuh rumah orang tua pensiun butuh rumah nangung;Negative
1259;ate crumbs mual pov kakak benar sandwich generation susah emosi;Negative
1260;tolong pakai bot scamer raja lela kasianin cicil kpr sandwich generation;Neutral
1261;nouzenie fes orang tua nyarin uang sandwich generation tabung gaji bablas bayar cicil tertawa;Negative
1262;gravirole iya sibuk hidup layar sandwich generation bong eyan huhu;Negative
1263;mangsudnya sandwich generation apan makan kah;Neutral
1264;tanyarlfes banyak financialnya ngebiayain keluarga nikah sandwich generation;Neutral
1265;disalahin posisi sandwich generation berat suami;Negative
1266;sptrosalia tanyakanrl sumpah kasihan sandwich generation menangung beban berat orang tua lengkap;Negative
1267;pikir finansial trust isue trauma feling unworthy sandwich generation ayo hadap tertawa;Neutral
1268;putar tetanga kena mental anak sandwich generation;Neutral
1269;spiciernachos sandwich macamacam kakak samping nama buka faced sandwich generation;Neutral
1270;drakxen tanyakanrl anak rezeki sesuai semuajd anak sumber rezeki bapak embel bakti dehsandwich generation cuy wekekek;Neutral
1271;susah sandwich generation iya ajak orang tua milo rutin jalan;Negative
1272;mikir omong remaja sandwich generation;Negative
1273;baca doang sedih kuat kuat sandwich generation;Negative
1274;tanyarlfes sandwich generation ogah nikah orang sandwich generation teori kesini kemarin baby blues masalahin;Negative
1275;sandwich generation kerenkeren gila kayak gabakalan sangup;Negative
1276;sandwich generation breadwiner menu makan;Positive
1277;tanyarlfes hts fwb tuntun orang tua sandwich generation;Neutral
1278;sandwich generation sedih baca replies asih uang orang tua inisiatif dimintain;Negative
1279;tanyarlfes anak sandwich generation suruh pilih enggak mau cowok nasib jugav iya takdir dah tuhan ajav;Negative
1280;pro sandwich generation ngehidupin keluarga asih uang bulan orang tua;Neutral
1281;tertawa sabar iya sandwich generation;Positive
1282;tanyarlfes urus nikah sandwich generation serah;Neutral
1283;tanyarlfes sandwich generation pro mah nikah;Neutral
1284;sandwich generation gapapa selagi keluarga nyampurin urus rumah tangaku pada tuntut apapa suami suami inisiatif bakti;Negative
1285;nikah orang sandwich generation mending tabung uang sekolah ponakan;Negative
1286;tarung utangutang orangtua iya allah kesal kali sandwich generation kekmana;Negative
1287;mohon map sandwich generation nikah asih pikir mertua;Neutral
1288;tanyarlfes nikah sandwich generation ujianya gen sandwich ribet kuat;Negative
1289;cicafeine tanyarlfes kasih orang tua ikhlas sandwich generation kakak sedekah dunia akhirat dunia lancar akhirat lancar;Positive
1290;tanyarlfes sandwich generation bertangung bijak uang keluarga bijak anehaneh;Positive
1291;sandwich generation pikir nikah kakak awiwkwowkwok;Neutral
1292;anak sandwich generation wak anak tentu lahir keluarga;Neutral
1293;seram anjing ayah sandwich generation hidup zaman kayak susah nikah;Negative
1294;tanyarlfes iya limapuluh limapuluh jodoh sandwich generation sandwich generation hormat bpaknya kasih uang kena;Neutral
1295;sandwich generation nikah tangungan keluarga tambah tangungan rumah tanga ampun;Negative
1296;tanyarlfes cari calon yatim piatu jamin sandwich generation tertawa;Neutral
1297;iya kenal orang nikah cowok sandwich generation derita kasihan;Negative
1298;tanyarlfes gaji mu umr sandwich generation mending sekolah adik mu keluarga mu nangung hidup orang;Negative
1299;tanyarlfes sandwich generation hati jodoh atur pikir gitu iya its okay hak pilih pasang;Neutral
1300;tanyarlfes nikah sandwich generation aowkwoakaow;Neutral
1301;sandwich generation gaji kasih keluarga biar kurang rela bingung pola pikir orang tamak;Negative
1302;spiciernachos oh ayah sandwich generation orang tua ibu biayain;Negative
1303;sandwich generation salah partner dar nasib orang terima lebih mending ranah privasi;Negative
1304;tanyarlfes iya serah atur enak sandwich generation;Neutral
1305;tanyarlfes sandwich generation menang lihat;Neutral
1306;tanyarlfes itu prinsip orang masingmasing pikir munafik dipaksain hidup bareng sandwich generation ribut;Negative
1307;tanyarlfes sandwich generation kayak mati ngidupin orang tua iya masyarakat bantu putus tali miskin putus tali keturunanya;Negative
1308;tanyarlfes iya pilih gapapa sandwich generation;Neutral
1309;tanyarlfes bapake mamake sandwich generation anak pasang;Neutral
1310;julia mey cruesita tanyarlfes sayaberdua istri sandwich generation bervalue;Neutral
1311;veautiful tanyarlfes manusia babi tolak lupa orang bebas sandwich generation pft;Neutral
1312;pikir pilih sandwich generation aneh pikir privileged children kontol;Negative
1313;komenya omong cinta tara sandwich generation nikah sandwich generation biar jepit bareng ekwk;Neutral
1314;tanyarlfes tuju nikah cewek sandwich generation;Neutral
1315;grup gp sandwich generation elon musk;Neutral
1316;tanyarlfes topik pembicarasn lempar publik kep yourself orangorang tuju bayang peras orangorang sandwich generation lihat trend;Neutral
1317;tanyarlfes sandwich generation pilih nikah ekonomi keluarga stabil hidup sesuai mau campur tangan;Neutral
1318;tanyarlfes sandwich generation hindar papa allah asih kurang materi;Neutral
1319;tanyarlfes gapapa calon sandwich generation tertawa gp suami biayain keluarga campur rumah tangaku;Neutral
1320;tanyarlfes sandwich generation tuju kasihan anak orang dibesarin susah payah eh nikah sandwich generation insecure fisik keluarga;Negative
1321;tanyarlfes omong lahir sandwich generation;Neutral
1322;tanyarlfes pro tertawa gaenak sandwich generation papa ngewanti jadi beliau rasai berat;Positive
1323;lainin nuri strategi bisnis iya sandwich generation orang anak sandwich generation;Neutral
1324;tanyarlfes sandwich generation ketemu suami sandwich generation engap sumpah anak sandwich gen;Neutral
1325;bikin konten amin moga iya moga rasai sandwich generation kuat jalan;Positive
1326;iya hak masingmasing tau anak sandwich generation cinta nikah deserve be loved;Neutral
1327;tanyarlfes iya hak hina orang sandwich generation dilahirin keluarga sandwich generation kali konten heran;Negative
1328;iya allah apa redo ikhlas sandwich generation jala dilancarin iya allah;Positive
1329;orangtua mbandani anak anak wajib mbandani orang tua sandwich generation aproved;Neutral
1330;iya jfi sandwich generation heu;Neutral
1331;pendekarsilat sandwich generation tertawa kehadiranya topang orang tua renta;Negative
1332;jongininie markie konteks dzolimi adik ibu sandwich generation adik tau ibu pilih kasih coba cek;Neutral
1333;kerja fisik presure kerjan orang tua mudah lawan anak gadis sandwich generation lawan keras dunia kerja;Negative
1334;sandwich generation kadang feling guilty bayar ukt beban tangung salah ngutamain butuh;Negative
1335;mingu libur frelance paten sandwich generation bos semangat wak zonauang;Neutral
1336;kerja puluh pensiun dibikinin farewel pesta habis roti sandwich generation;Neutral
1337;mauseokjinplis harap mudamudi sandwich generation;Neutral
1338;jankasikendor bikin insecure royal cewek asih sesuai ulang doang iya sandwich generation;Neutral
1339;salut sandwich generation muka bumi hebat;Positive
1340;kadang cari apasih eh sandwich generation;Neutral
1341;yalah sandwich generation calon tulang pungung keluarga sedih lihat;Negative
1342;definisi kerja tahun enggak punya tabung akhirat dang sandwichgeneration wfwgwgwgwgwgw anjing;Negative
1343;sandwich generation nama more ayam geprek suwir generation;Neutral
1344;gen jarang berita dating sandwich generation;Neutral
1345;pertanyan lontar teman sesuai tau segitu kenya anak tua urus dih wkw dasar cipta kaum sandwich generation;Neutral
1346;adegan pria dewasa bayar biaya tagih cicil bulan dalam peran sandwich generation;Neutral
1347;convomfs egois cowok duit tingalin teman cowomu kere sandwich generation;Negative
1348;allah kesal lepas bengu sandwich generation sangup iya allah;Negative
1349;inijoejoe kos jomblo sandwich generation;Neutral
1350;ipangwahid terimakasih kakak anak an tidur nyenyak sandwich generation;Neutral
1351;afrkml susah sandwich generation nabung habis perlu rumah;Negative
1352;yalah kuat bahu sandwich generation yalah;Positive
1353;gapapa moga sandwich generation rezeki lancar allah rezeki orang orang rumah allah titip;Positive
1354;tanyarlfes egois kakak ful sandwich generation kakak mu dluan rasai wishlist;Neutral
1355;garanam tertawa wkw sandwich generation kasih makan orang tua adik adik;Neutral
1356;netizen kenal sandwich generation overusing makna asli;Neutral
1357;selamat datang be sandwich generation kerja semi anggur keluar uang butuh duga sehat sehat anak kerja cepat lingkung;Positive
1358;yroduck blueskycean tanyarlfes menuhin butuh anak ortuadik kehimpit butuh sandwich generation;Neutral
1359;dayatpiliang sesak banyak kelas tengah menangung beban sandwich generation dapat sehinga mustahil bansos pengeluaranya kali lipat normal;Negative
1360;mending rasai susah sandwich generation sesak nyisihin uang iya hidup andal kakak;Negative
1361;isa nyonyanakamoto iya cipta another sandwich generation sengaknya keluarga gantung harap orang;Negative
1362;tanyakanrl kasihan sandwich generation benyek habis lulus cari kerja biayain keluarga bayar siswa loan gws;Negative
1363;kawaiyuji untung sandwich generation mateng sekincare pusing gaji bayarin adik sekul perlu rumah dsb;Negative
1364;sandwich generation iya burger iya;Neutral
1365;tolong iya manusia harap kemarin pikir sandwich generation lulus kuliah iya anak gitu;Negative
1366;sandwich generation kendaran bayarin bensin kendaran pajak kendaran;Neutral
1367;moga limpah sabar dua semangat croisant sandwich generation derybahenl;Positive
1368;curhatan teman melow habis iya keluarga sandwich generation;Neutral
1369;notaslimboy jenis sandwich generation kalang elit eh;Neutral
1370;felexandro sandwich generation susah skema;Negative
1371;tinggal strong sehatsehat pbuat sandwich generation nikmat gaji;Positive
1372;han sabar iya gemas sandwich generation gereget baca gc keluarga cerama coret anjing;Positive
1373;xruanjin pabrik dengerdenger hemat sandwich generation;Positive
1374;cara putus rantai sandwich generation pilih cipta generasi terimakasih orang tua berkat bayang nikah sangup;Neutral
1375;alas sesuai biar beli kalkulator alfalink beli tas koper alas biar putus sandwich generation;Negative
1376;lvuanj sbmptnfes kuat alas hindar sandwich generation;Positive
1377;sbmptnfes orang tua sandwich generation iya ngebiayain nenek kakek mbah mbah putri om iya tangungan kak kah;Negative
1378;sbyfes mepet sandwich generation waris cicil orang tua;Negative
1379;semester tua cari kerja calon sandwich generation waris kasihan iya;Negative
1380;selamat tinggal perhati sandwich generation kelas menengahmenengahke oh iya hapus requirement usia maksimal lamar pekerjan;Neutral
1381;wasweswls sandwich generation kakak biaya hidup tangung bantu biaya adeku alhamdulilahnya nerapin;Positive
1382;ikhlas sandwich generation bapa hidup enak nikmat hasil kerja keras tertawa;Positive
1383;cotoncandyhae enggak bisa kakak nyong sandwich generation tabunganya habis kopi pagi;Neutral
1384;pieceofkeiko tolong cekokin pil kb lapone kasihan anak sulung sandwich generation;Negative
1385;mangodaisukai sulung dewasa balas budi sandwich generation;Neutral
1386;rosepu iya ros bgke iya sandwich generation ekonomi tengah;Neutral
1387;mental healerid semangat sandwich generation angap ksempatan tuhan bakti;Positive
1388;blio menang untung kaum tengah bawah sandwich generation orang serakah dukung blio;Positive
1389;dimitrirae tolong sandwich generation kah;Neutral
1390;fedianto befi kerja kumpul segitu heran orang sandwich generation;Neutral
1391;andreswari seterahdeh asulthoni kakak banyak orang asia pindah negara system eropa pikir sandwich generation;Negative
1392;sumitro yoel terimakasih iya hadir ruang publik indonesia aniesbaswedan doa sandwich generation kuat tengah rezim rusak;Neutral
1393;sehat sandwich generation kaum tengah;Positive
1394;alhamdulilah benar omong kosong habis lulus terang derang anak gen otw sandwich generation;Negative
1395;kritik perintah sat cari kerja infoloker backtoreality nikahmuda financialfredom genzpunyarumah sandwichgeneration;Neutral
1396;modyu teman pasien tolong midle clas worker sandwich generation pimpin soeharto;Neutral
1397;tolong tolong tagih beli album tolong malthea tolong ayo sandwich generation kepala hidup ayo malthea sadar ayo;Neutral
1398;mah doughnut generation sandwich generation nangung butuh apapa;Negative
1399;selamat datang drama senin sandwich generation pukpuk santai;Positive
1400;convomf anak of kursus sandwich generation;Neutral
1401;sandwich generation jarang makan sandwich;Negative
1402;disiapin cari utang bank anjing iya allah gin calon sandwich generation;Negative
1403;convomf paham agama patriakis sandwich generation;Neutral
1404;contoh adikadik manis mental calon sandwich generationharus tau apapa;Neutral
1405;convomf anak of kursus dana darurat andal butuh alias jancuk kesal sandwich generation;Negative
1406;kayak semester pindah carer ambil seminar sisa fokus alih profesi nyicil cari judul skripshit bismillah sandwich generation beban;Negative
1407;idola perempuanperempuan dady isue sandwich generation;Neutral
1408;convomf anak of kursus sandwich generation;Neutral
1409;convomf anak of kursus sandwich generation;Neutral
1410;inipita biar enak bada badane suka gel gel sandwich generation;Positive
1411;mending kost ac non ac asumsi gaji juta sandwich generation;Negative
